Ticker,A_abs_pearson_WTI_hourly,A_abs_spearman_WTI_hourly,A_abs_beta_WTI_hourly,B_abs_pearson_Brent_overnight,B_abs_pearson_WTI_overnight,B_abs_beta_Brent_overnight,B_R2_Brent_overnight,C_excess_kurt,C_abs_pb,C_max_abs_event_return,ChA_continuous_intraday,ChB_overnight_oil_direct,ChC_jump_event,Composite,Rank
CVX,0.15593978678981557,0.09158926728586171,0.1296840813628459,0.7160384573208283,0.6955018189726623,0.34725053169503095,0.5127110723623917,14.310148401937525,0.26772771315922356,0.018317281301245214,0.20523438063018432,0.7060896623269043,-0.12254016042786708,0.26292796084307385,2
NVDA,0.19906817006056587,0.2590835377213086,0.14313048258475272,0.6559550217956225,0.6553843486065336,0.26499990841487553,0.43027699061889557,5.032984161243228,0.6935148433797864,0.05646436121453524,0.8429460211150985,0.43520126959502026,0.5411226597100809,0.6064233168067332,1
PG,0.0021066912786854505,0.011435674748368246,0.0007875313849693661,0.08897888983005858,0.13103821769783291,0.016798088489742874,0.007917242835389712,5.418914974674697,0.296054457777001,0.031619304054603226,-1.0481804017452827,-1.1412909319219244,-0.4185824992822138,-0.8693512776498068,3
