Datetime,Adj Close,Close,High,Low,Open,Volume
2026-03-16 13:30:00+00:00,184.07000732421875,184.07000732421875,185.0500030517578,182.87440490722656,182.97000122070312,25160321
2026-03-16 14:30:00+00:00,184.72779846191406,184.72779846191406,184.9199981689453,183.30499267578125,184.07000732421875,13947723
2026-03-16 15:30:00+00:00,183.89500427246094,183.89500427246094,184.94000244140625,183.6300048828125,184.72000122070312,10572265
2026-03-16 16:30:00+00:00,184.76010131835938,184.76010131835938,185.05999755859375,183.78500366210938,183.90499877929688,9780571
2026-03-16 17:30:00+00:00,184.93499755859375,184.93499755859375,185.52999877929688,184.27000427246094,184.77000427246094,12380863
2026-03-16 18:30:00+00:00,181.83380126953125,181.83380126953125,188.8699951171875,181.67999267578125,184.9398956298828,41293367
2026-03-16 19:30:00+00:00,183.1300048828125,183.1300048828125,183.65499877929688,181.41000366210938,181.85000610351562,18558112
2026-03-17 13:30:00+00:00,183.08999633789062,183.08999633789062,185.39999389648438,181.89999389648438,185.0500030517578,35838393
2026-03-17 14:30:00+00:00,182.43499755859375,182.43499755859375,183.41000366210938,182.24029541015625,183.0800018310547,36924089
2026-03-17 15:30:00+00:00,182.69830322265625,182.69830322265625,183.10000610351562,181.68040466308594,182.43499755859375,0
2026-03-17 16:30:00+00:00,182.41000366210938,182.41000366210938,182.9499969482422,181.8699951171875,182.6999969482422,43422500
2026-03-17 17:30:00+00:00,183.0399932861328,183.0399932861328,183.47000122070312,182.39999389648438,182.41000366210938,0
2026-03-17 18:30:00+00:00,182.64010620117188,182.64010620117188,183.15989685058594,182.05999755859375,183.02999877929688,10839212
2026-03-17 19:30:00+00:00,181.9600067138672,181.9600067138672,182.92999267578125,181.80999755859375,182.63009643554688,10549153
2026-03-18 13:30:00+00:00,182.2794952392578,182.2794952392578,183.3800048828125,180.72999572753906,182.49000549316406,27757729
2026-03-18 14:30:00+00:00,182.5399932861328,182.5399932861328,183.23500061035156,181.83999633789062,182.2805938720703,15580633
2026-03-18 15:30:00+00:00,182.74000549316406,182.74000549316406,182.85000610351562,182.32000732421875,182.5399932861328,9596417
2026-03-18 16:30:00+00:00,182.07000732421875,182.07000732421875,182.7550048828125,181.8300018310547,182.74000549316406,8508642
2026-03-18 17:30:00+00:00,182.31500244140625,182.31500244140625,183.14999389648438,181.82000732421875,182.07000732421875,10044595
2026-03-18 18:30:00+00:00,181.2449951171875,181.2449951171875,182.39500427246094,180.8800048828125,182.30999755859375,14439661
2026-03-18 19:30:00+00:00,180.35000610351562,180.35000610351562,181.38499450683594,180.3300018310547,181.22999572753906,9305558
2026-03-19 13:30:00+00:00,177.58999633789062,177.58999633789062,178.39930725097656,175.78500366210938,178.00999450683594,33648796
2026-03-19 14:30:00+00:00,178.23219299316406,178.23219299316406,179.0500030517578,177.55499267578125,177.58999633789062,15448637
2026-03-19 15:30:00+00:00,178.78500366210938,178.78500366210938,178.94000244140625,177.6649932861328,178.24000549316406,11424087
2026-03-19 16:30:00+00:00,178.5449981689453,178.5449981689453,178.89999389648438,177.55999755859375,178.7899932861328,41821467
2026-03-19 17:30:00+00:00,178.9698944091797,178.9698944091797,179.24000549316406,177.97000122070312,178.5399932861328,0
2026-03-19 18:30:00+00:00,179.13499450683594,179.13499450683594,179.97999572753906,178.08999633789062,178.97999572753906,13879376
2026-03-19 19:30:00+00:00,178.5,178.5,179.14990234375,177.91000366210938,179.1300048828125,10911447
2026-03-20 13:30:00+00:00,175.73500061035156,175.73500061035156,178.25999450683594,175.42999267578125,178.0,54718351
2026-03-20 14:30:00+00:00,175.69500732421875,175.69500732421875,176.25,175.0,175.75,27274362
2026-03-20 15:30:00+00:00,175.98849487304688,175.98849487304688,176.4499969482422,175.55999755859375,175.6999969482422,14754297
2026-03-20 16:30:00+00:00,175.07000732421875,175.07000732421875,175.98500061035156,175.02999877929688,175.98500061035156,12073349
2026-03-20 17:30:00+00:00,174.26010131835938,174.26010131835938,175.08999633789062,173.9600067138672,175.06500244140625,20076641
2026-03-20 18:30:00+00:00,172.42999267578125,172.42999267578125,174.33999633789062,172.37010192871094,174.26499938964844,23159557
2026-03-20 19:30:00+00:00,173.0,173.0,173.0399932861328,171.72500610351562,172.4250030517578,24605650
2026-03-23 13:30:00+00:00,177.875,177.875,178.2279052734375,175.87010192871094,177.25,55566937
2026-03-23 14:30:00+00:00,177.5800018310547,177.5800018310547,178.3699951171875,177.22999572753906,177.86500549316406,23567711
2026-03-23 15:30:00+00:00,174.80999755859375,174.80999755859375,177.77000427246094,174.75999450683594,177.58999633789062,26157500
2026-03-23 16:30:00+00:00,175.2949981689453,175.2949981689453,175.88999938964844,174.80349731445312,174.81500244140625,14902798
2026-03-23 17:30:00+00:00,176.10499572753906,176.10499572753906,176.41000366210938,175.27999877929688,175.27999877929688,13473293
2026-03-23 18:30:00+00:00,176.22999572753906,176.22999572753906,176.9600067138672,176.08999633789062,176.10000610351562,15340354
2026-03-23 19:30:00+00:00,175.50999450683594,175.50999450683594,176.6999969482422,175.5,176.22500610351562,14875311
2026-03-24 13:30:00+00:00,174.25,174.25,175.89990234375,173.97999572753906,174.76199340820312,31849095
2026-03-24 14:30:00+00:00,175.61500549316406,175.61500549316406,176.16000366210938,174.13499450683594,174.2550048828125,25114276
2026-03-24 15:30:00+00:00,175.3249969482422,175.3249969482422,175.89939880371094,174.9199981689453,175.61000061035156,14868329
2026-03-24 16:30:00+00:00,174.70730590820312,174.70730590820312,175.47999572753906,174.38499450683594,175.3300018310547,12064410
2026-03-24 17:30:00+00:00,175.4250030517578,175.4250030517578,175.60000610351562,174.41990661621094,174.6999969482422,11873453
2026-03-24 18:30:00+00:00,175.51499938964844,175.51499938964844,176.22000122070312,175.3000030517578,175.42999267578125,13983547
2026-03-24 19:30:00+00:00,175.30999755859375,175.30999755859375,175.6199951171875,174.86000061035156,175.51780700683594,13261358
2026-03-25 13:30:00+00:00,180.05999755859375,180.05999755859375,180.30999755859375,176.86000061035156,177.10000610351562,47087931
